subject,body,label
the eyes of texas newsletter . . . 9 . 20 . 00,"brought to you by the ex - students ' association of the university of
texas
please feel free to forward this newsletter to a friend . it is free to all ut
austin degree holders and members of the ex - student ' s association .
comments ? email us at comments @ alumni . utexas . edu
please do not reply to this e - mail .
if you ' d prefer not to receive this e - mail newsletter in the future , click on
the link below :
university news :
1 . new dorm opens
2 . ut to increase internet accessibility
3 . ut receives scholarship donation from nortel networks
4 . ut turns 117
ex - students ' association news
1 . membership campaign
2 . home football games
3 . away game trips and tailgate parties
4 . membership benefits and services update
5 . ut memory bank and moonlight prowl
ut austin challenges national universities to increase
internet accessibility :
on wednesday , sept . 13 , the university of texas at austin will kick - off
the university challenge , a month long effort to increase the accessibility
of the ut web site to all users , especially people with disabilities . for
more about this story visit
_ interneto 00912 . html .
ut announces $ 300 , 000 scholarship donation from
nortel networks :
the university of texas at austin on monday ( sept . 11 ) announced that it
has received a $ 300 , 000 donation from nortel networks . for more
information go to
_ nortelo 00911 . html .
celebration of ut austin ' s 117 th birthday begins friday
with texas state flag ceremony and cake on south
mall :
a giant texas flag will be unfurled from the main building balcony on the
south mall in celebration of the 117 th birthday of the university of texas
at austin . to view media advisory , visit
_ birthdayo 00911 . html .
_ _ _ _
news from the ex - students ' association :
the ex - students ' association launches membership
campaign :
because the largest university in the country should have the largest
alumni association , we launched our "" next level membership campaign , ""
an ambitious attempt to double our membership in the coming months . if
each of our longhorn faithful would tell just one fellow texas ex about
how their membership supports the university , we could meet our goal
overnight ! sign up for membership now ! go to
http : / / www . texasexes . org / membership / membership _ options . phtml . if you
have a texas exes chapter in your area , hook up with it and help spread
the word . go to http : / / www . texasexes . org or call us at ( 512 ) 471 - 8839 to
find out how to help us take the ex - students ' association to the next
level .
members only football pre - game party at alumni
center :
as a member of the ex - students ' association , you have access to the
world ' s largest tailgate bash at the alumni center before every home
football game . doors open 2
hours before kick - off and will stay open 1
hour after the game ends . the texas cheerleaders will be here 2 hours
before the game . food and drinks are available for purchase . members
are permitted 2 guests , non members are $ 5 at the door . children 18 or
younger accompanied by a parent are free . check out this year ' s home
football game schedule at http : / / www . mackbrown . com
away game charters :
the ex - students ' association will host chartered buses to dallas for the
october 7 , texas vs . ou football game . the price is $ 40 per person
round trip and includes set - ups , soft drinks and tip for driver . game ticket
is not included . space is limited , so make your reservation today ! call
( 512 ) 471 - 3808 or go to http : / / www . texasexes . org and click on
"" calendar of events "" for more information .
the ex - students ' association will host a charter flight to the november 4 ,
ut vs . texas tech game in lubbock . the price is $ 499 per person from
dallas / $ 459 per person from austin . price includes round trip air from
austin or dallas , game transfers , game ticket , taxes and gratuities and
texas exes pre - game party . for more information contact kirsten beals at
beals @ alumni . utexas . edu or call ( 512 ) 471 - 3808 or go to
http : / / www . texasexes . org and click on "" calendar of events "" for more
information . space is limited .
away game events and tailgate parties :
the dallas texas exes will host several events for the october 7 th
texas / ou game including a thursday night kick - off party at rock bottom
brewery , the 13 th annual "" get teed off at ou "" golf tournament at
chase oaks golf club , a friday night "" bash before the clash "" at the
hoffbrau , and a texas tailgate party at the northeast corner of the
fairgrounds . for more information , visit http : / / www . dallastexasexes . org .
for the october 14 th texas / colorado game , the ut foundation will host
a pep rally on friday night at the regal harvest hotel . the rocky
mountain texas exes and the ex - students ' association will host a texas
tailgate party at the regal harvest hotel on saturday _ hours before the
before the game . for more information , contact courtney houston at
houston @ alumni . utexas . edu or call 1 - 800 - 594 - 3937 or ( 512 ) 471 - 3812 .
for the ut / texas tech game , the ex - students ' association will host a
texas tailgate party at bleachers in lubbock , texas . for more
information , contact courtney houston at houston @ alumni . utexas . edu or
call 1 - 800 - 594 - 3937 or ( 512 ) 471 - 3812 .
member benefits and services
mbna online service :
announcing a special no - annual - fee mastercard credit card now
conveniently available to the ex - students ' association of the university
of texas graduates . simply click on http : / / www . webapply . com / extx / for
further details about this offer and to apply online for the longhorn card
mastercard credit card .
zlonghorns . com :
ready to watch your longhorns take on the competition ? then you are
ready for the latest offering from zlonghorns . com ! get into the game by
going to zlonghorns . com to guess the score and win . a great prize will
be given away to the winner each week . look for this exciting on line
compliment to your next game day experience ! brought to you by
zlonghorns . com , of course .
texas e - pronet :
texas epronet is the free online career service for texas exes that
matches exceptional individuals with exceptional opportunities at the
world ' s most desirable companies . to find out how easy it is to join texas
epronet , either as an alumnus or an employer , visit our web site at :
http : / / www . texasepronet . com .
special priority offer for ut alumni :
you have an exclusive opportunity to purchase tickets to disney ' s
"" beauty and the beast "" before they go on sale to the public . special ut
alumni courtesy days are september 18 - 21 . tickets are available at the
ut performing arts center or charge by phone at ( 512 ) 477 - 6060 . ( the
ut pac box office is open monday - friday , 12 noon - 6 pm ) . tickets range
in price from $ 21 - $ 58 , and you can purchase up to 8 tickets per person .
tickets go on sale to the public beginning september 22 . for information :
call 471 - 1444 or go to http : / / www . utpac . org
discounts at local austin stores :
next time you ' re in austin for a football game , don ' t forget to take
advantage of discounts at local stores . receive a 10 % discount at the
university co - op , ( http : / / www . coop - bookstore . com / ) 15 % at texas
textbooks ( http : / / www . texastextbooks . com / ) and a 10 % discount at any
austin area rooster andrews sporting goods stores
( http : / / www . roosterandrews . com / ) . you must show your membership card
to receive your discount .
nighttime campus tour : the moonlight prowl :
http : / / www . utexas . edu / tours / prowl
the moonlight prowl is a nighttime tour of the campus filled with
anecdotes of student life , university history , and all sorts of "" ut lore . ""
stories have been collected from professors ' memoirs , old newspaper
accounts , and from the countless boxes in the ut archives . the prowl is
intended to help "" personalize "" the university , explore a little of its
history ,
and have some fun .
the tour is free ! for a schedule , some prowl stories , and even a ut
trivia quiz , check out the moonlight prowl web site .
~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~
introducing the ut memory bank :
http : / / www . utexas . edu / tours / prowl
your college memories are priceless ! save them in the
ut memory bank !
here ' s your chance to make history ! the ut memory bank is a serious
effort to collect the personal anecdotes , recollections and other memories
of students , ex - students , faculty and staff , and others associated with the
university . over time , contributions to the bank will form a "" collective
memory "" of the university ' s history .
all submissions will be printed and donated to a special collection in the
university archives for posterity , and will also be posted on the moonlight
prowl web site for others to enjoy , sorted by decade . see for yourself , and
contribute to the collection !
* * subscribe * *
if you received this from a friend and would like to subscribe , please visit
http : / / www . alumni . utexas . net , register for a texas exes e - mail address
and you will automatically be subscribed to the newsletter .
* * unsubscribe * *
if you would like to unsubscribe or if you have received this e - mail in error ,
please follow these directions to have your name promptly removed from
our e - mail distribution list :
1 . click on this link -
2 . enter your e - mail address
3 . submit
4 . please do not reply to this e - mail .
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
by receiving this e - mail you authorize the ex - students ' association to
maintain your information in our database and on our servers and that we
may , from time to time , provide you with advertising or information
regarding products or services in which we believe you may have an
interest . you may remove your name from our e - mail distribution list at any
time by entering your e - mail address at this site :
the ex - students ' association of the university of texas at austin
2110 san jacinto , austin , texas 78705
phone : 512 - 471 - 8839
http : / / www . texasexes . org",0
herbal viagra 30 day trial . . . . xmxp,"mother natures all natural marital aid for men and women - your ' s risk free !
the all natural safe formula for men and women your ' s risk free for 30 days . mother nature ' s wonder pill of the 21 st century .
increased sensationincreased frequency
increased pleasureincreased desire
increased staminaincreased libido
both male and female formulas !
order your trial today !
to depart from further contacts
visit here
vidal
http : / / xent . com / mailman / listinfo / fork",1
winter driving,please see the attached memo for tips on making your winter driving safer .,0
no rest for a weary market - cera alert,"this is cera ' s western market forecast for november .
lorna
cera alert : sent tue , october 24 , 2000
title : no rest for a weary market
author :
e - mail category : alert
product line : western energy ,
url : http : / / www . cera . com / cfm / track / eprofile . cfm ? u = 5526 & m = 1400 ,
alternative url :
rather than enjoying a respite , western energy markets will make november
a catch - up month . natural gas demand will remain high when compared with
the same period last year , as gas - fired generation will continue to run at
high
utilization rates and market participants try to restore gas storage to normal
levels . the tight supply situation will maintain upward pressure on gas
prices , which will range from $ 5 . 15 to $ 5 . 83 per million british thermal
units , depending on location . refueling outages at three nuclear units , along
with a seasonal decline in hydroelectric output , will maintain gas - fired
generation on the margin for most of november . on - peak power prices will
remain higher as a result , in the $ 86 - $ 98 per megawatt - hour range ,
depending on location .
* * end * *
follow url for complete report .
cera ' s autumn 2000 roundtable event dates and agendas are now available at
http : / / www . cera . com / event
account changes
to edit your personal account information , including your e - mail
address , etc . go to : http : / / eprofile . cera . com / cfm / edit / account . cfm
this electronic message and attachments , if any , contain information
from cambridge energy research associates , inc . ( cera ) which is
confidential and may be privileged . unauthorized disclosure , copying ,
distribution or use of the contents of this message or any attachments ,
in whole or in part , is strictly prohibited .
terms of use : http : / / www . cera . com / tos . html
questions / comments : webmaster @ cera . com
copyright 2000 . cambridge energy research associates",0
financial wellness workshop - # 3 insurance,"join enron federal credit union and the foundation for financial literacy ,
for our 3 rd in a series of 5 financial wellness workshops :
protection against the unforeseen :
insurance & personal , employer and government benefits
thursday , august 17
11 : 30 a . m . - 12 : 30 p . m .
doubletree - allen center ( lasalle b room )
cookies and soft drinks will be served .
upcoming workshops include :
wednesday , september 27 topic : rating them by risk versus reward : investment
tuesday , october 24 topic : living too long , dying too soon , disability or
impairment : estate plans
seating will be limited , so please reserve your seat as soon as possible via
lotus mail to amanda quiller . we look forward to seeing you !",0
"healthcare lists , western hemisphere database , and the entire united states .","the new 2005 united states healthcare database .
this complete database includes all hospitals , nursing homes ,
and physicians in the country .
in a rapidly - changing industry , current healthcare information is an
invaluable resource to businesses and organizations . the united states
healthcare database includes comprehensive information on more than
7 , 000 hospitals , 25 , 000 nursing homes and 400 , 000 doctors . it is the
most extensive and reliable mailing list and database of key decision
makers in the health care market .
each record is indexed by such features as name , address , phone and
fax . the database is available in excel format on cd rom . it is
designed for mailing lists and merges . the data can be selected by
state or other criteria such as type of practice . it can be used on
an unlimited basis .
for the past 14 years , medcom has maintained the most comprehensive
healthcare lists . our directories are 100 % telephone verified and
updated every quarter . medcom continues to hold the nation ' s most
extensive and reliable databases of key decision - makers in the health
care market .
available exclusively on cd - rom ( excel ) , the data can be used on an
unlimited basis . it is easily exportable to other programs for
mailing or faxing purposes .
for a limited time , this extensive database is offered at an introductory
price of $ 195 ( reg . $ 745 ) .
to order , please print this e - mail , complete the information below and
fax it to 416 - 765 - 0029 ( tel : 416 - 765 - 0028 ) .
name :
title :
organization :
address :
city :
state :
postal :
tel :
fax :
email :
medcom
4410 massachusettes ave . nw , # 201
washington , dc 20016
",1
fwd : [ dialogues ] 88 % - off vicodin . rye glossaries,"earnings consoled myrtle rides
forthwith anthologies captained internalizing
struggling synonymously tompkins greyest bravos
filter pole tithes cheeses presume
peacetime tearfully remonstrated olive cypress
trumps inexorable currently vacated
powdered rarest audible glacial roadblock
counsel parapet change saracens meet
modernized trumps descriptive nairobi spooling
- -
phone : 498 - 369 - 5590
mobile : 215 - 282 - 3359
email : joachim . cole @ crewstart . com
",1
buy - back strategy,"group ,
this is an email i sent to our generators regarding decing and buy - back strategies . please read so you know what ' s going , and can take the lead on implementing these strategies . we ' ll let you know when all the generators on board .
thanks ,
stan
due to the relatively weak real - time market during morning hours , we wanted to communicate a strategy for dec . bidding or buying - back generation that you ' ve sold forward . we want to stress that this is a relatively short - term strategy . as the weather turns cold during the late - autumn and winter months , the morning hours actually trade at a premium on the real - time market .
lately , hel - 10 have been very weak real - time , ranging between $ 25 and $ 40 . we have two strategies that we would like to suggest :
1 . decremental supplemental bids
we can submit dec . bids to the iso at a price below your cost to generate . basically , we would be letting the iso know that we ' re willing to reduce generation and actually buy the mw ' s from the iso to cover the prescheduled quantity . you are still paid the day - ahead price for the day - ahead quantity , but instead of generating it , you would be buying it from the iso . for example , if your cost to generate is $ 40 , and you sell day - ahead for $ 50 , you make $ 10 / mwh . if the iso takes the decremental bid , and the price is $ 30 , then you make $ 20 / mwh .
advantages - a relatively large upside , the price the iso charges could actually go negative , as large as negative $ 91 . 87 . also , you would actually be buying from the iso , as opposed to selling to the iso and being subject to credit risk .
disadvantages - ten minute dispatch . when we submit decremental bids , the iso has the option to either reduce or increase output of the unit every 10 minutes . in addition to the physical problems this might create , the settlements statement you receive might be relatively elaborate and possibly difficult to follow .
2 . buying - back blocks in the bi - lateral market :
this strategy calls for our real - time traders to buy blocks of energy in the bi - lateral market for below your cost to generate . this would call for you to reduce your generation , and the energy we buy - back in the real - time market would be used to fill your prescheduled quantity . once again , you are still paid the day - ahead price for the day - ahead quantity , but instead of generating it , you would be buying it at the price paid to buy - back the energy . as in the previous example , if your cost to generate is $ 40 , and you sell day - ahead for $ 50 , you make $ 10 / mwh . if we can buy - back the energy for a price of $ 30 , then you make $ 20 / mwh . additionally , if we do buy - back the energy , we will need to simultaneously submit incremental supplemental bids to the iso to remain compliant with the ferc order . then , if the iso takes the incremental bid , you can generate the power and sell for additional profit .
advantages - no 10 minute dispatch ( unless a supplemental bid is accepted ) . you would know exactly when and for how long the unit would be down or reduced . also , the settlements statements would be relatively easy to manage .
disadvantage - not as large of an up - side as decremental bidding .
at this point in time we would encourage you to start with the strategy # 2 , buying - back blocks of energy in the bi - lateral market . once you and our real - time traders get comfortable with the operations of the strategy , then we should move forward and start submitting decremental supplemental bids to the iso . we propose a 50 / 50 profit split , above your day - ahead profit , earned from either of these two strategies .
if you have any questions or comments please call myself or chris foster .
stan cocke
the services desk
503 - 464 - 3829",0
enron year end 2000 performance management process,"reminder , enron ' s year - end 2000 performance management process has begun !
during the feedback phase you will need to access pep at
http : / / pep . corp . enron . com to suggest reviewers who can provide feedback on
your performance . you may also be requested to provide feedback on fellow
employees , but the system will only be open for feedback until november 17 th !
helpdesk representatives will be available to answer questions throughout the
process . you may contact the helpdesk at :
houston : 1 - 713 - 853 - 4777 , option 4
london : 44 - 207 - 783 - 4040 , option 4
e - mail : perfmgmt @ enron . com
your user id & password for pep at http : / / pep . corp . enron . com are :
user id : 90011947
password : welcome",0
fw : update - maintanence on hpl @ three rivers,"looks like the outage scheduled is postponed .
- - - - - original message - - - - -
from : "" valentin zapata "" @ enron [ mailto : imceanotes - + 22 valentin + 20 zapata + 22 + 20 + 3 cvzapata + 40 duke - energy + 2 ecom + 3 e + 40 enron @ enron . com ]
sent : friday , may 04 , 2001 1 : 45 pm
to : kemp , juliann
subject : maintanence on hpl @ three rivers
julie this worked has been postponed to a later date , until further notice ,
maybe next month . sorry for the inconvience , please pass on to you gas
control . thanks , any questions please call me .",0
cera list of proposed western pipelines,"rita hartfield
phone : 713 - 853 - 5854
fax : 713 - 646 - 4702
cell : 713 - 504 - 5428
rita . hartfield @ enron . com",0
services presentation,"louise ,
have a look at this and let me know what you think ?",0
re : information is key to stock success,"rocket stocks newsletter
u r g e n t i n v e s t o r a l e r t
bpet ( bnp petroleum corp ) is in position to take advantage of the
current oil crisis . stock in this company is expected to dramatically
increase in value in the next 1 - 2 weeks .
symbol : bpet . pk
current price : $ 0 . o 2
short term target price : $ o . 45
12 month target price : $ 1 . 12
news :
london ( reuters ) - - march 31 , 20 o 5 - - oil markets have entered a
` ` super - spike ' ' period that could see 1970 ' s - style price surges as high as
$ 105 a barrel , investment bank goldman sachs said in a research report .
goldman ' s global investment research note also raised the bank ' s 20 o 5
and 2006 new york mercantile exchange crude price forecasts to $ 5 o and
$ 55 respectively , from $ 41 and $ 4 o .
these forecasts sit at the top of a table of predictions from 25
analysts , consultants and government bodies surveyed by reuters .
` ` we believe oil markets may have entered the early stages of what we
have referred to as a ` ` super spike ' ' period - - a multi - year trading
band of oil prices high enough to meaningfully reduce energy consumption
and recreate a spare capacity cushion only after which will lower energy
prices return , ' ' goldman ' s analysts wrote .
c o m p a n y o v e r v i e w
bnp petroleum corporation , inc . is an irving based oil and gas
exploration and development ( ed ) company . bnp petroleum corporation , inc . was
formed for the purpose of development and operation of oil and gas
properties with proven reserves . the company ' s strategy is to focus in
domestic areas where major oil and gas producing companies have reduced
their exploration efforts to move offshore and overseas in search of the
larger reserves . considerable oil and gas in proven fields remain to be
exploited by well - managed independent oil companies capable of
extracting these reserves at lower risk and lower cost than unproved prospects .
bnp petroleum ' s initial development strategy has been to acquire such
proven fields and increase production through the application of
advanced technology and the exploration of other proven formations in the same
fields .
bnp petroleum corporation ' s primary operational strategy includes the
operation of its own projects , giving it substantial control over
drilling and production costs . the company has associated with highly
experienced exploration and development engineering and geology personnel that
strive to add production at lower costs through development drilling ,
workovers , behind pipe recompletions and secondary recovery operations .
the company ' s long - term strategy is to build an oil and gas production
company through a strategic combination of selected property
acquisitions and an exploration program . additionally , the company will continue
to rework existing wells in an attempt to increase production and
reserves .
c o m p a n y n e w s
irving , texas , may 25 , 20 o 5 / prnewswire - firstcall / - - bnp petroleum
corporation ( otc pink sheets : bpet - news ; bpet ) , an independent oil and
gas company , announced today restarting of hooks lease located in
wichita county texas , after accomplishing modifications and upgrades on
some wells , in the last few months . the shallow wells previously had been
producing oil and water at low rates due to low bottom pressure , which
is normal for the area . steadily increasing rates of production for
hooks lease are expected .
bnp director , rafael pinedo said today , bnp petroleum will begin
immediately to restart other leases in our portfolio of properties and
complete all necessary work to assure that bnp ' s properties are in full
compliance with the regulations of the texas railroad commission and re -
establish oil production on bnp ' s leases over the coming months .
forward - looking statements : the statements which are not historical
facts contained in this release are forward - looking statements that
involve risks and uncertainties , including but not limited to , the effect of
economic conditions , the impact of competition , the results of
financing efforts , changes in consumers ' preferences and trends . the words
estimate , possible , and seeking and similar expressions identify
forward - looking statements , which speak only to the date the statement was
made . the company undertakes no obligation to publicly update or revise
any forward - looking statements , because of new information , future
events , or otherwise . future events and actual results may differ
materially from those set forth herein , contemplated by , or underlying the
forward - looking statements .
we believe that the speculative near term target price is  $ 0 . 45
we believe that the speculative long term target price is  $ 1 . 12
even after so many successful picks this year , we feel that this is our
best pick yet ! ! !
please watch this one trade tuesday !
disclaimer :
information within this email contains forward looking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions ,
expectations , beliefs , plans , projections , objectives , goals ,
assumptions or future
events or performance are not statements of historical fact and may be
forward looking statements . forward looking statements are based on
expectations , estimates and projections at the time the statements are
made that involve a number of risks and uncertainties which could cause
actual results or events to differ materially from those presently
anticipated . forward looking statements in this action may be
identified
through the use of words such as projects , foresee , expects ,
will , anticipates , estimates , believes , understands  or
that by
statements indicating certain actions may , could , or might occur .
as with many micro - cap stocks , today ' s company has additional risk
factors worth noting . those factors include : a limited operating
history ,
the company advancing cash to related parties and a shareholder on an
unsecured basis : one vendor , a related party through a majority
stockholder , supplies ninety - seven percent of the company ' s raw
materials :
reliance on two customers for over fifty percent of their business and
numerous related party transactions and the need to raise capital .
these
factors and others are more fully spelled out in the company ' s sec
filings . we urge you to read the filings before you invest . the rocket
stock
report does not represent that the information contained in this
message states all material facts or does not omit a material fact
necessary
to make the statements therein not misleading . all information
provided within this email pertaining to investing , stocks , securities
must be
understood as information provided and not investment advice . the
rocket stock report advises all readers and subscribers to seek advice
from
a registered professional securities representative before deciding to
trade in stocks featured within this email . none of the material within
this report shall be construed as any kind of investment advice or
solicitation . many of these companies are on the verge of bankruptcy .
you
can lose all your money by investing in this stock . the publisher of
the rocket stock report is not a registered investment advisor .
subscribers should not view information herein as legal , tax ,
accounting or
investment advice . any reference to past performance ( s ) of companies
are
specially selected to be referenced based on the favorable performance
of
these companies . you would need perfect timing to achieve the results
in the examples given . there can be no assurance of that happening .
remember , as always , past performance is never indicative of future
results and a thorough due diligence effort , including a review of a
company ' s filings , should be completed prior to investing . in
compliance
with the securities act of 1933 , section 17 ( b ) , the rocket stock report
discloses the receipt of twelve thousand dollars from a third party
( gem , inc . ) , not an officer , director or affiliate shareholder for
the
circulation of this report . gem , inc . has a position in the stock
they
will sell at any time without notice . be aware of an inherent conflict
of interest resulting from such compensation due to the fact that this
is a paid advertisement and we are conflicted . all factual information
in this report was gathered from public sources , including but not
limited to company websites , sec filings and company press releases .
the
rocket stock report believes this information to be reliable but can
make
no guarantee as to its accuracy or completeness . use of the material
within this email constitutes your acceptance of these terms .
if you wish to stop future mailings , please mail to news _ letl 2 @ yahoo . com
",1
epe lending / cali short for 8 / 29,"in the southwest . . . .
epe lending has us short 50 mw on peak at palo verde - 25 mw under stwbom and 25 mw under stsw . purchase to cover the short and sell back to el paso at $ 0 . reduce prices in the following day - ahead purchases to $ 2 .
751968 - stwbom buys epe
on peak / pv
25 mw @ $ 44 . 25
751977 - stsw buys epe
on peak / pv
25 mw @ $ 44 . 25
in california . . . .
stwbom will be short 50 mw on peak at spl 5 ( stca is also short 13 mw , same time , same place ) . day - ahead price is $ 42 . 28 .
please let me know if you have questions .
thanks ,
kate",0
re : conference room,"kevin
yes , it ' s a good idea .
vince
kevin g moore
02 / 18 / 2000 06 : 56 am
to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a
roberts / hou / ect @ ect
cc :
subject : conference room
goodmorning vince ,
we added a bookcase to the conference room on the 19 th floor
however , due to the departments growth i think we could use
another one .
vince , in the long run it would save us some time .
please let me know if this is okay !
thanks
kevin
moore",0
re : e 2 good news viagrra,"good day , welcome to the one of thmaceutical shope l . eading oniine pharssavver 60 n your pharmashe o % ocy with epharrmaccy b . y maiinopvlalls vly other meddicatallum cagra and manions",1
re : subscription renewals,"susan :
vince would like to renew all of the below subscriptions , except the
"" financial
markets institutions & instruments for us canada & mexico "" .
thanks !
shirley
enron north america corp .
from : susan l kennedy 10 / 09 / 2000 03 : 27 pm
to : shirley crenshaw / hou / ect @ ect
cc :
subject : subscription renewals
shirley ,
i hope you had a good weekend . the following subscriptions for vince are up
for renewal . please let me know which vince would like to renew :
derivatives : tax regulation & finance
derivatives quarterly
derivatives strategy
energy economist
financial markets institutions & instruments for us canada & mexico
journal of derivatives
journal of fixed income
mathematical finance
regulation / the cato review of business & government
review of financial studies
swaps monitor
new york times
some we may have renewed already . call me with any questions .
thank you
susan",0
re : meter 0980438 - acock production ? ? ? ? ? ?,"mary ,
i have paid ccgm manually for both july and august production . sept
production is due on the 31 st .",0
enron bids farewell to hpl,"enron has sold houston pipeline company . read about it in ebiz .
also in this issue :
find out who else from enron is part of the bush transition team
read how jeff would solve the problems in california
enron helps draft a new master bandwidth trading agreement
awards , awards . . . and more awards
it ' s all in the latest ebiz . go to home . enron . com , click publications , then
click ebiz , and "" ebiz january 19 , 2001 . """,0
california update - urgent please read 5 / 7 / 01,"sources report that the bond authorization will be put to a vote today
the bridge loan financing bill will put to a vote today in the california assembly . the republicans are currently in caucus until 3 : 30 pst and then will go to the floor for a vote . the current situation is very fluid , but sources now indicate that the bill would pass with a simple majority vote , lacking the two - thirds needed for an immediate bond issuance . if this is the case , the bill would not take effect for 90 days and the state would be forced to abandon its proposed bridge loan plans . absent of last minute financial rescues by davis or a new longer bridge loan package ( unlikely ) socal could seek voluntary bankruptcy . the main problem would then be the waiting period for financial relief from the state through the transmission line purchase or other assistance .
there is an outside chance that republican defectors could precipitate from the current caucus . there is extreme pressure on the republicans from davis and angelides . if the bill failed due to lack of republican support , it would provide davis the opportunity to blame republicans for on - going expenditures of $ 70 m / day ( power purchases ) , and a possible bankruptcy by socal . the last republican who gave support to a democratic bill ( ab lx ) , representative bill campbell , lost his job . sources also confirm that democrats have not met with republicans on the bond issuance since last week .",0
he ' s gone for the night,"you ' ve got to check out my new site ; somebody taught
me how to upload them last nite ; im pretty new at this but
check em out and see what u think !
pics are here !
just copy and pa ste the addr . ess below into your browser to visit us .
http : / / www . zagapony . com
plz no more
http : / / www . zagapony . com / getofflist /
biennial eden astral cony goodrich deify turnabout romp soap mercenary catsup . train cholinesterase paschal troublesome rhode crete levis saloonkeeper bray . fashion .
",1
re : the next newsletter,"dear vince ,
thank you ! i feel much better now .
sam
vince j kaminski @ ect
11 / 15 / 2000 07 : 31 am
to : william smith / corp / enron @ enron
cc : vince j kaminski / hou / ect @ ect
subject : re : the next newsletter
sam ,
good thinking . i shall also write an article over the weekend so we shall
have one in reserve .
vince
enron north america corp .
from : william smith @ enron 11 / 15 / 2000 07 : 17 am
to : vince j kaminski / hou / ect @ ect
cc : elena chilkina / corp / enron @ enron
subject : the next newsletter
good morning , vince !
as i will be on vacation ( tomorrow until monday the 27 th ) , i ' m enlisting
elena chilkina ' s help in producing this monday ' s ( 20 nov . ) newsletter .
here ' s how i hope it will work :
i ' ve asked alex huang to try to get his article to you by friday for your
review .
i ' m attempting to get with sharad today to get his photo and remind him about
the bio piece for page one . he should be the feature for monday .
i will also schedule a person and an article ( probably from charlie weldon )
for the 27 th . if alex ' s article is a two - parter , we ' ll just do part 2 that
day instead .
for all submissions for this coming monday ' s issue , i would ask that they be
e - mailed to elena chilkina
if you notice something i may have missed , would you please let me know ?
thank you !
sam",0
california capacity report for week of 03 / 04 - 03 / 08,"transwestern ' s average deliveries to california were 874 mmbtu / d ( 80 % ) , with san juan lateral throughput at 862 mmbtu / d . total east deliveries averaged 451 mmbtu / d .
el paso ' s average deliveries to california were 1985 mmbtu / d ( 68 % ) :
- pg & etop , capacity of 1140 mmbtu / d , deliveries of 590 mmbtu / d ( 52 % )
- socalehr , capacity 1250 mmbtu / d , deliveries of 930 mmbtu / d ( 74 % )
- socaltop , capacity 540 mmbtu / d , deliveries of 465 mmbtu / d ( 86 % )
friday ' s posted gas daily prices :
socal gas , large pkgs 2 . 725 ( + . 385 )
pg & e , large pkgs 2 . 68 ( + . 395 )
san juan ( non - bondad ) 2 . 565 ( + . 385 )
tw permian 2 . 54 ( + . 245 )",0
fw : cgi related target for orig .,"fyi
gp
- - - - - original message - - - - -
from : berberian , david
sent : thursday , march 15 , 2001 3 : 37 pm
to : bibi , philippe a . ; piper , greg ; shelby , rex
cc : palmer , mark s .
subject : cgi related target for orig .
philippe , greg , rex -
we have followed up with cgi on their "" secret "" target for our applications .
it is cms energy
across town . they will be presenting a careful ( and short ) concept proposal
to them on the 26 th of march .
initial feedback on enron being part of the solution was very positive by the
business owner of the
rearchitecture . apparently , there is a significant process flow rework going
on at the same time
and the business owner reports to the ceo on both topics .
we are in early in the process so there is room to still influence the
overall approach they take ,
according to cgi .
david",0
complex pain medlcat 10 n information,"is my brother hurting
v _ 1 _ c ^ 0 * d ' 1 . n 750 m - gg
30 pills 169 . oo
6 o p ! | ls 245 . 95
90 plils 319 . oo
full information : http : / / yourstopishere . com
same day shlpp 1 ng
to stop : http : / / yourstopishere . com / please /
your password has expired
margaret martinez
genealogist
anami organics , killa pardi , 396 125 , gujarat , , india
phone : 223 - 777 - 9835
mobile : 451 - 585 - 5564
email : hvibu @ flytecrew . com
please do not reply to this message
this version is a 99 year complementary version
notes :
the contents of this note is for information and should not be cybernetic strop
usual commission duck
time : sun , 26 dec 2004 04 : 04 : 06 + 0200
",1
